6.145668897946023890e+01,3.404100183192487350e+01
6.690703329480781747e+01,1.924154291648018500e+01
5.014377675272433521e+01,3.511678158779429992e+01
5.289842470292172294e+01,6.629197314439195132e+00
9.397927551490724341e+01,1.643680696652109248e+02
8.531684014338260624e+01,1.630638201276098584e+02
8.246992057459617342e+01,1.088226485183128602e+02
9.740200451581151242e+01,1.618184652571997617e+02
8.820021867192942011e+01,4.610981149748680963e+01
5.040230778341031481e+01,5.223167739281307576e+01
8.931480115820019705e+01,1.494782770934783116e+02
4.361071449790971855e+01,7.835567800521602067e+01
7.772071890892952695e+01,1.070721837336447493e+02
4.395234776666274712e+01,6.037444927769677605e+01
2.317128464768714124e+01,3.519619832536007209e+01
6.322640624084138494e+01,8.429093440138775861e+01
5.727328653946008075e+01,4.581589614888862627e+01
2.249277356682596363e+01,4.709564379267978751e+01
5.491250721839826809e+01,2.455364701341167333e+01
1.676402757208175132e+01,3.190437660352074545e+00
5.097916968962575623e+01,7.692463674601668799e+01
1.055782627946100227e+01,2.172669100432785783e+01
3.062428000322603427e+00,2.565808104465562511e+00
5.215119388963934455e+01,3.706813803321930578e+01
6.529421539549653630e+01,9.409649590532444563e+01
7.841068178514426279e+01,5.427587812944815937e+01
7.082328009880406228e+01,1.309364057609841723e+02
2.851356568441805095e+01,1.902120325570061254e+01
5.448367573927929186e+01,8.239010535453651585e+01
3.250531886485390487e+01,1.761352213137003986e+01
3.900474013292820619e+00,2.626875709013073656e+00
6.522923352365708638e+01,9.389245448311508824e+01
1.126200494667330965e+01,1.090335603258114006e+01
9.507079546759090505e+00,2.894984663431469762e+00
8.531799681048204320e+01,3.752508409833104075e+00
5.534706699481173331e+01,5.054261101158061109e+01
7.973822132130604246e+01,1.266256454154803066e+02
6.748587695925235153e+01,3.257278323217465044e+01
6.592286365356372357e+01,9.976371517323414650e+00
2.191971365176721420e+01,2.556072743912474721e+01
4.880298486719386375e+01,4.089589683352528482e+01
3.662595773974789637e+01,1.374711339719692615e+00
9.341621611197911079e+01,7.516459625501298092e+01
5.137812259572967122e+01,1.050963517291551312e+02
2.491475275374622811e+01,2.069327902330862656e+01
7.203272951210620079e+01,7.270432665925926585e+01
7.420917434248990219e+01,1.103174419963050354e+02
6.412141113720659646e+00,1.541657657199228382e+01
5.198876351054843781e+01,7.181193435242830958e+01
5.471081559196304767e+01,6.549699983151816696e+01
6.367490733847795070e+01,4.443999529449342845e+01
2.148721839639714659e+01,4.662143267765107879e+01
1.257341942180495487e+01,1.374696259619217997e+01
1.975684560004058454e+01,1.284720176032595162e+01
7.676180425190365497e+01,5.928941754011256648e+01
8.758653383647133239e+01,1.170985387244462572e+02
4.560114053482035956e+01,6.918209370347339870e+01
2.358678178935327452e+01,3.296985263507458797e+01
9.163988482432422700e+01,1.952591442157179813e+01
5.688445202742897777e+01,5.375980355201247107e+01
6.202745614171303146e+01,1.217813923509640617e+01
2.830603313859865011e+01,9.246224245352921756e+00
3.330872666512365754e+01,1.567212944685133635e+01
2.451422195173026353e+01,2.687160486680893356e+01
1.736745142853143165e+01,1.664810339109993720e+01
9.825345529465252525e+01,1.626727296450197287e+02
2.868176109906483973e+01,3.215738070721441488e+01
9.191322200953115384e+01,1.211684197226451545e+02
6.645789796780897518e+01,8.660712124268545153e+01
7.292250008624296242e+01,4.296887405351618128e+01
8.169491033437080318e+01,1.561681972797080675e+02
3.650972452964158776e+01,4.154681413481332442e+01
2.052534516519904884e+01,8.109048239703765759e+00
7.307548294219401441e+01,3.414706837504396475e+01
2.176311799265354807e+01,2.506156213967270574e+01
8.501146415549509072e+01,1.431179875973848254e+02
7.582661784584887243e+01,1.104938337551813703e+02
7.518995208015743614e+00,1.280592480495237773e+01
5.000951892296379953e+01,2.841702379039385562e+01
6.568532893313172849e+01,1.085061895152581002e+02
1.639817964162916297e+01,3.222932961802163732e+01
3.219307913482323613e+01,1.586944527005797312e+01
